Name,Auto number,Program check,Program name,Type of Opportunity,Annual scholarship?,Study level,Host Country,Discipline,Value,Note,Link,Deadline?,Date updated,Checked?
Amsterdam University College Scholarship Fund ( ASF ),381,,Amsterdam University College Scholarship Fund ( ASF ),University-sponsor Scholarship,checked,Undergraduate,Netherland,Natural Sciences and Mathematics,Nearly full scholarship (withour air tickets or accommodation),"Học bổng: 15300 Euro/ năm.
Nếu muốn được tiếp tục nhận học bổng, bạn phải đáp ứng các yêu cầu sau: 
1. Bạn đã hoàn thành năm học đầu tiên ( ít nhất GPA 3.0 và sẽ tốt hơn nếu nằm trong danh sách xuất sắc với GPA ≥ 3.5 ).
2. Bạn nhận được những phản hồi tích cực vào cuối năm của giáo viên ở AUC hoặc hội đồng chấm thi.
3. Chứng minh được rằng nhu cầu tài chính cơ bản không có sự thay đổi.
Quy trình tương tự cho năm 2 và học bổng không cấp quá 3 năm/ 6 học kì.
Nếu bạn quyết định/ phải chấm dứt học trong quá trình học mà không tốt nghiệp khi đã nhận học bổng thì bạn phải trả lại toàn bộ số tiền học bổng bạn nhận từ lúc ban đầu đến năm đó.
Còn một số yêu cầu như là một đại sứ của học bổng và tham gia mạng lưới hội sinh viên cũng như một số hoạt động quảng bá cho học bổng AUF cũng sẽ được yêu cầu bạn hợp tác.",http://www.auc.nl/admissions-aid/auc-scholarship-fund/application-and-procedures/application-procedures.html,April,18/8/2017,
Amsterdam University of Applied Sciences International Scholarship,1300,,Amsterdam University of Applied Sciences International Scholarship,University-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ",Netherland,A LOT OF DISCIPLINES,Cash award,"*Eligibility: An applicant must meet the eligibility criteria for the ATS. The applicant should:

Be able to meet the conditions to obtain a Dutch visa (if applicable)
Be enrolled in one of the programs of the Amsterdam University of Applied Sciences
Have paid the institutional tuition fee for non-EEA students
Not receive a full coverage scholarship for the same period of study
Have obtained all 60 credits* in the present academic year of his/her study program, with a minimum average grade of 7.
* Students at the European School of Physiotherapy (ESP) should have obtained all credits relevant to their academic year schedule:

Students who are enrolled in the 4-year program (until class of 2018): 60 credits
Students who are enrolled in the 3-year accelerated program: Please check the specific number of credits with the ATS contact person

*College Admission Requirement

Entrance Requirements: Applicants must have obtained all 60 credits* in the present academic year of his/her study program, with a minimum average grade of 7.
English Language Requirements: Students are expected to prove at least B1 level (German degree programs) or B2 level (English degree programs).",https://az.hva.nl/en/students/az-lemmas/studiekiezers/hva-breed/studentenzaken/scholarships/amsterdam-talent-scholarship-ats/amsterdam-talent-scholarship.html,December,26/9/2017,
Andrée Carter Scholarship,1418,,Andrée Carter Scholarship,University-sponsor Scholarship,,Master,United Kingdom,Medicine and Health,Nearly full scholarship (withour air tickets or accommodation),"Deadline: 12.00 a.m chủ nhật ngày 18/2/2018
Học bổng sẽ bao gồm: học phí năm 2018-2019, bao gồm bất kỳ khoản phí thực địa nào bắt buộc, vàmột khoản trợ cấp không có thuế (trợ cấp sinh hoạt) là 16.750,00 bảng Anh, và trợ cấp dự án mùa hè MSc với mức 2.000 bảng Anh.
Là công dân của nước có thu nhập thấp và trung bình. Có ý định quay về nước sau khi hoàn thành khoá học ở trường.",https://www.lshtm.ac.uk/study/fees-funding/andree-carter-scholarship,Febuary,10/12/2017,
ANU Dean’s International Science Excellence Scholarship in Australia,649,,ANU Dean’s International Science Excellence Scholarship in Australia,University-sponsor Scholarship,,"Undergraduate ,Post-graduate ",Australia,"Medicine and Health ,Natural Sciences and Mathematics ,Environmental studies and earth sciences",Cash award,"The scholarship offers a stipend of $5,000 paid as a one-off payment after the census date (31 March/31 August) of your commencing semester.


",http://www.anu.edu.au/students/scholarships/dean%E2%80%99s-international-science-excellence-scholarship,November,20/8/2017,
"ANU Undergraduate Scholarships for International Students in Australia, 2018",1370,,"ANU Undergraduate Scholarships for International Students in Australia, 2018",University-sponsor Scholarship,checked,Undergraduate,Australia,Business and finance,100% tuition fee,"1. Phải là người apply học bổng này lần đầu
2. Chỉ có 2 học bổng mỗi năm
3. Nếu transfer thì vẫn có thể apply
4. Nếu học 2 bằng thì sẽ không được nhận toàn bộ học bổng, trừ khi 2 bằng này đều của ANU College of Business and Economics. Nếu 1 bằng của trường ANU College of Business and Economics và 1 bằng của trường khác trực thuộc ANU thì sẽ được xem như apply cho College of Business & Economics International Undergraduate Award chứ không phải Scholarship.
5. Học bổng được cấp vào học kì 1 hoặc 2 ",http://www.anu.edu.au/students/scholarships/anu-college-of-business-economics-international-undergraduate-scholarship,November,19/10/2017,
Application Now Open for Spring and Summer (Early Application) 2018 Programs Abroad,1261,,Application Now Open for Spring and Summer (Early Application) 2018 Programs Abroad,University-sponsor Scholarship,checked,No specified,United State,A LOT OF DISCIPLINES,50% tuition fee,,https://www.gilmanscholarship.org/applicants/deadlines-and-timeline/#1484345524587-e1f5cc07-2eb1,August,23/9/2017,
APU Japan scholarship,26,,APU Japan scholarship,University-sponsor Scholarship,,"Undergraduate ,Master ,PhD ",Japan,"Environmental studies and earth sciences,Social sciences and Humanities ,Business and finance",Full scholarship,Can also apply for Jasso scholarship for private international students for covering living cost. Amount of coverage dependent on which level of pursuing studies. Can be reapplied,https://admissions.apu.ac.jp/costs_scholarships/tuition_reduction_scholarship/,"Febuary,May",17/8/2017,
ARC Linkage PhD Scholarships,541,,ARC Linkage PhD Scholarships,University-sponsor Scholarship,,PhD,Australia,Engineer and Technology,100% tuition fee,,http://scholarships.curtin.edu.au/scholarships/scholarship.cfm?id=2391.0,Change every year,19/8/2017,
Architecture and Urban Design Course (G30-UDA),1119,,Architecture and Urban Design Course (G30-UDA),No specified,checked,Master,Japan,"Engineer and Technology ,""Arts, Design and Photography""",Cash award,,http://www.global30.t.u-tokyo.ac.jp/g30_hp/architecture-and-urban-design.html,November,7/9/2017,
ARES Scholarships in Belgium for Developing Countries,754,,ARES Scholarships in Belgium for Developing Countries,Government Scholarship,checked,Master,Belgium,A LOT OF DISCIPLINES,Full scholarship,"Ứng cử viên phải có khả năng viết và nói tiếng Pháp thành thạo. Đối với các khóa đào tạo sử dụng một ngôn ngữ khác, ứng cử viên cần có khả năng viết và nói ngôn ngữ đó tốt. Ứng cử viên cũng sẽ được yêu cầu phải cam kết học tiếng Pháp để sử dụng trong sinh hoạt hằng ngày tại Bỉ.",http://www.scholars4dev.com/2489/cud-development-scholarships-for-developing-countries/,Febuary,23/8/2017,
Art and Design PhD Fee Waiver Studentships for Home/EU and International Applicants in UK,594,,Art and Design PhD Fee Waiver Studentships for Home/EU and International Applicants in UK,University-sponsor Scholarship,,PhD,United Kingdom,"""Arts, Design and Photography""",100% tuition fee,,https://www.bathspa.ac.uk/students/student-finance/scholarships-and-funding/art-and-design-fee-waiver-studentships/,September,19/8/2017,
Art Major Faculty ‘Explore K-Arts’(AMFEK),1375,,Art Major Faculty ‘Explore K-Arts’(AMFEK),Fellowship Scholarship,checked,"PhD ,No specified ",South Korea,"""Arts, Design and Photography""",Full scholarship,,http://eng.karts.ac.kr:8090/?MID=boardInfo&IDX=429&IDX2=1414&searchType=0&searchVal=&searchContent=&orderType=0&orderKind=0&page=1,March,25/10/2017,
ASEAN Masters Scholarship at Nottingham University,355,,ASEAN Masters Scholarship at Nottingham University,University-sponsor Scholarship,checked,Master,United Kingdom,A LOT OF DISCIPLINES,less than 50% tuition fee,"There are 20 scholarships of 25% towards tuition fees for students from ASEAN member countries holding an offer to a full-time masters degree programme, including MRes, at Nottingham in any subject area.
It is recommended that application for admission to study at Nottingham should be received at least six weeks before the scholarship closing date. The scholarship result is confirmed via email approximately 6 weeks after the closing date, however, in some cases this may take a little longer.",https://www.nottingham.ac.uk/studywithus/international-applicants/scholarships-fees-and-finance/scholarships/masters-scholarships/asean-masters.aspx,May,18/8/2017,
Asean nursing scholarship,1306,,Asean nursing scholarship,University-sponsor Scholarship,checked,Undergraduate,Singapore,Medicine and Health,100% tuition fee,cam kết làm việc 3 năm tại 1 bệnh viên ở sing sau khi ra trường,https://www.google.com.vn/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjE1a-fhsXWAhUBu7wKHZKmAEkQFggwMAE&url=https%3A%2F%2Fwww.facebook.com%2FANS.AMRS%2F&usg=AFQjCNE5Ly0Np6d_4dIuWXB0Ja0yJ5fokg,October,27/9/2017,
ASEAN Scholarship for Vietnam,1161,,ASEAN Scholarship for Vietnam,Government Scholarship,checked,High school,Singapore,A LOT OF DISCIPLINES,Full scholarship,Cần giữ thành tích học tập tốt để duy trì học bổng,https://www.moe.gov.sg/admissions/scholarships/asean/vietnam,"April,May",14/9/2017,
"ASEAN Scholarship, Edinburgh Napier University, UK",637,,"ASEAN Scholarship, Edinburgh Napier University, UK",University-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ",United Kingdom,A LOT OF DISCIPLINES,Cash award,Học bổng dành cho sinh viên tự trả học phí của trường.,http://www.napier.ac.uk/study-with-us/bursaries/asean-scholarship,May,20/8/2017,
ASEAN Transfer Credit System,1365,,ASEAN Transfer Credit System,Exchange scholarship,checked,Undergraduate,Japan,A LOT OF DISCIPLINES,Full scholarship,,http://acts.ui.ac.id/about-aun-acts/participating-universities.html,Febuary,13/10/2017,
ASEAN Undergraduate Scholarship,28,,ASEAN Undergraduate Scholarship,No specified,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,Full scholarship,"Scholars are required to apply for the tuition grant provided by the Singapore Government. Under the tuition grant scheme, scholars will be required to work in Singapore-registered companies for a minimum period of three years upon graduation.",https://admissions.smu.edu.sg/scholarships/asean-undergraduate-scholarship,September,17/8/2017,
ASEAN University Network/Southeast Asia Engineering Education Development Network (AUN/SEED-Net),29,,ASEAN University Network/Southeast Asia Engineering Education Development Network (AUN/SEED-Net),Government Scholarship,checked,"Post-graduate ,Master ,PhD ",Japan,Engineer and Technology,Full scholarship,Là sinh viên của trường thành viên khối ĐHQG Hà Nội và ĐHQG Tp.HCM,http://www.seed-net.org/,"October ,November",18/8/2017,
ASEAN-India Research Training Fellowship,30,,ASEAN-India Research Training Fellowship,Fellowship Scholarship,,PhD,India,A LOT OF DISCIPLINES,Full scholarship,100 Fellowships per year,https://cssp-jnu.blogspot.in/2017/08/call-for-applications-for-asean-india.html,December,17/8/2017,
ASEM-DUO Fellowship program,1374,,ASEM-DUO Fellowship program,Fellowship Scholarship,checked,"Undergraduate ,Master ",Europe,A LOT OF DISCIPLINES,Cash award,"- For students, 1 unit is one semester (4 months)
- For professors/teachers, 1 unit is one month
-For students, €1,000 to €2,000 is supported per pair for one month (4 months)
- For professors/teachers, €1,500 to €3,000 is supported per pair for one month",http://www.asemduo.org/,March,24/10/2017,
Ashbourne Independent Sixth Form College Kensington Scholarship,1405,,Ashbourne Independent Sixth Form College Kensington Scholarship,No specified,,High school,United Kingdom,A LOT OF DISCIPLINES,50% tuition fee,,https://www.ashbournecollege.co.uk/private-sixth-form-college-london/a-level-scholarships-london/,Change every year,9/12/2017,
Asian & Pacific Islander American Scholarship Fund (APIASF) and Asian Community Development Council (ACDC) to Host Second Annual Community Sponsorship of College Students,562,,Asian & Pacific Islander American Scholarship Fund (APIASF) and Asian Community Development Council (ACDC) to Host Second Annual Community Sponsorship of College Students,Fellowship Scholarship,,No specified,United State,A LOT OF DISCIPLINES,100% tuition fee,,http://www.apiasf.org/scholarships.html,January,19/8/2017,
Asian Development Bank – Japan Scholarship Program (ADB-JSP),274,,Asian Development Bank – Japan Scholarship Program (ADB-JSP),University-sponsor Scholarship,checked,Master,Australia,A LOT OF DISCIPLINES,Full scholarship,"GPA >= 3.5/4.0, 2 năm làm việc",https://l.facebook.com/l.php?u=https%3A%2F%2Fgoo.gl%2FjQye5i&h=ATN7qODmkXC_lnA7hWGVWtpPN-hu4SysvBEi6XS6Izr6svfJqhAtjW5PYy-XX0qBKp5lqPO_6970g--2DHBbziATirrslHIRHNLqnpvJRBmm3_L_Jta9USZPXapBkyqPfmWAu5tQAGu-Jg9tMjC86jEmQGsjxb_RPrIuNcFliUahwlAj3Jfm4tShtlWsuB0Z-BaYO3a0VO5egNPhBX4xHq2x1huc2RKKZol8kppECNz_sYu2Jp5V6GgeHlMqb2bLctfSccJWQjkSNF9xagyW25MWMSFDbf4fAYCTtdOiaE6qZCd9zQ,March,18/8/2017,
Asian Future Leaders Scholarship Program,882,,Asian Future Leaders Scholarship Program,No specified,checked,"Undergraduate ,Post-graduate ",China,A LOT OF DISCIPLINES,Full scholarship,Xin admission thành công vào một trong các trường trong danh sách thì sẽ được apply học bổng này.,http://bxai.org/en-us/programs-and-scholarships/overview,January,29/8/2017,checked
